bertopic_id,bertopic_name,safety_score,safety_category,rationale,llm_score,llm_category,llm_confidence,keyword_score,keyword_category,fusion_rule,api_ok,api_error
19,19_joint_wrist_connecting_knee joint,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
20,20_layer_skin_textile_bionic,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
21,21_decision_semantic information_semantic_information,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1,not_safety,0.95,0,not_safety,filtered,True,
22,22_force_external force_human robot_robot,4,safe_control,[llm_low] Detects external forces during human-robot collaboration and commands retreat or stop when thresholds are exceeded to protect humans.,4,safe_control,0.95,1,force_control,low_max,True,
23,23_image_vehicle_images_camera,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
24,24_massage_mi_bed_mi mi,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
25,25_industrial robot_industrial_tool_work,0,not_safety,"[filtered] LLM(3, conf=0.85) without keyword support; treated as not_safety.",3,risk_assessment,0.85,0,not_safety,filtered,True,
26,26_face_image_video_frame,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
27,27_path_navigation_obstacle_point,4,risk_assessment,"[agreement] LLM(5) + keyword(2): The abstract explicitly describes multi-dimensional safety assessment of collision risk, fall risk, and dynamic obstacle prediction to determine optimal safe paths for humanoid robots.",5,risk_assessment,0.95,2,collision_protection,agreement,True,
28,28_tobacco_robotic_operation_shelf,1,not_safety,"[llm_low] Impedance control is applied to robotic arm assembly in tobacco manufacturing for flexible production, with no explicit human-protection or hazard-prevention purpose.",1,not_safety,0.9,1,force_control,low_max,True,
29,29_module_intelligent_service_display,2,collision_protection,"[agreement] LLM(2) + keyword(3): The abstract includes safety-relevant components such as anti-collision switches, emergency stop switches, and obstacle avoidance, but the primary purpose is a shoe/clothing display and interactive service robot.",2,collision_protection,0.8,3,collision_protection,agreement,True,
30,30_inspection_detection_disease_tunnel,1,not_safety,"[llm_low] Industrial inspection optimization for legged/quadruped robots; the fault risk value assesses equipment condition, not human protection from robot hazards.",1,not_safety,0.9,1,thermal_management,low_max,True,
31,31_lamp_light_display_led,0,not_safety,"[filtered] LLM(0, conf=0.98) without keyword support; treated as not_safety.",0,not_safety,0.98,0,not_safety,filtered,True,
32,32_action_data_sequence_motion,2,safe_control,"[agreement] LLM(3) + keyword(2): The abstract embeds explicit safety functions (balance control for stability and self-collision avoidance) within a broader motion imitation/remote-control system, so safety is relevant but peripheral.",3,safe_control,0.8,2,collision_protection,agreement,True,
33,33_path_grid_map_point,2,not_safety,"[agreement] LLM(2) + keyword(2): Obstacle avoidance path planning for a quadruped robot focused on terrain navigation and foot-end trajectory generation, with no explicit humanoid robot or human-protection purpose described in the abstract.",2,not_safety,0.85,2,collision_protection,agreement,True,
34,34_commands_position sensor_position velocity_velocity,0,not_safety,"[filtered] LLM(1, conf=0.75) without keyword support; treated as not_safety.",1,stability_balance,0.75,0,not_safety,filtered,True,
35,35_image_chess_point cloud_cloud,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1,not_safety,0.95,0,not_safety,filtered,True,
36,36_welding_welding robot_straightening_mechanical,0,not_safety,"[filtered] LLM(1, conf=0.85) without keyword support; treated as not_safety.",1,not_safety,0.85,0,not_safety,filtered,True,
37,37_foot_sole_heel_arch,1,force_control,[keyword_low] Matched: force sensor,0,not_safety,0.95,1,force_control,low_max,True,
38,38_control_robot_core_nios,0,not_safety,"[filtered] LLM(1, conf=0.85) without keyword support; treated as not_safety.",1,not_safety,0.85,0,not_safety,filtered,True,
39,39_picking_mechanism_device_cake,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
40,40_wheel_leg_wheel leg_wheel legged,2,stability_balance,"[llm_low] The abstract describes balance control and posture adjustment for a wheel-legged robot, which indirectly relates to stability, but does not explicitly address human protection, fall prevention for human safety, or hazardous contact avoidance.",2,stability_balance,0.75,1,stability_balance,low_max,True,
41,41_image_detection_human_human shape,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
42,42_service_user_information_module,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
43,43_monitoring_image_camera_area,1,thermal_management,[keyword_low] Matched: thermal,0,not_safety,0.95,1,thermal_management,low_max,True,
44,44_control_module_communication_humanoid robot,1,not_safety,[llm_low] Abstract describes a wireless control/communication architecture for a humanoid robot; keywords mention emergency stop but no explicit safety mechanism is described.,1,not_safety,0.85,1,fail_safe_emergency,low_max,True,
45,45_legged robot_legged_desired trajectory_trajectory,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
46,46_module_signal_household_internet things,0,not_safety,"[filtered] LLM(0, conf=0.98) without keyword support; treated as not_safety.",0,not_safety,0.98,0,not_safety,filtered,True,
47,47_fault_health_state_data,3,fault_detection,"[agreement] LLM(3) + keyword(3): The abstract describes multi-modal robot health/fault state monitoring, but primarily for anthropomorphic health status and user experience rather than explicit human hazard prevention.",3,fault_detection,0.7,3,fault_detection,agreement,True,
48,48_rehabilitation_exoskeleton_training_module,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
49,49_circuit_power_battery_supply,0,not_safety,"[filtered] LLM(2, conf=0.60) without keyword support; treated as not_safety.",2,fail_safe_emergency,0.6,0,not_safety,filtered,True,
50,50_image_detection_monitoring_human,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
51,51_pedestrian_video_target_image,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
52,52_dog_robot dog_box_shaped cover,1,not_safety,"[llm_low] The abstract describes quadruped robot dog gait optimization for energy efficiency and locomotion smoothness, not humanoid robot safety or human protection.",1,not_safety,0.95,1,stability_balance,low_max,True,
53,53_image_detection_human_target,1,stability_balance,"[keyword_low] Matched: fall detection, thermal",0,not_safety,0.95,1,stability_balance,low_max,True,
54,54_unmanned_aerial_unmanned aerial_unmanned boat,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
55,55_respective object_respective_self location_object,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
56,56_information pairs_pairs_ml_spatial,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
57,57_strategy_training_network_strategy network,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
58,58_stimuli_events_allows_end effector,0,not_safety,"[filtered] LLM(0, conf=0.90) without keyword support; treated as not_safety.",0,not_safety,0.9,0,not_safety,filtered,True,
59,59_breathing_mask_experiment_respirator,0,not_safety,"[filtered] LLM(0, conf=0.98) without keyword support; treated as not_safety.",0,not_safety,0.98,0,not_safety,filtered,True,
60,60_target_rescue_aid_extinguishing,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
61,61_food_food weight_weight_feeder,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
62,62_electrode_measurement electrode_108_elements,2,collision_protection,"[agreement] LLM(2) + keyword(2): The abstracts describe collision monitoring and drive-unit response for a robot gripper using force/moment sensing, but they do not describe a humanoid robot.",2,collision_protection,0.9,2,collision_protection,agreement,True,
63,63_primitives_minimanipulations_actions_movements,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
64,64_charging_wireless_wireless electromagnetic_electromagnetic,1,not_safety,"[llm_low] The abstracts describe a humanoid robot charging system/plug mechanism with a passing mention of charging-connection safety, but no explicit human-protection or hazard-prevention safety mechanism.",1,not_safety,0.9,1,thermal_management,low_max,True,
65,65_social_reasoning_instruction_remote,5,safe_control,"[llm_low] The abstract explicitly describes prohibited execution action sets, paradox verification, interlocking verification conditions, and a safe unlocking sequence to realize intelligent and safe remote control of humanoid robots.",5,safe_control,0.95,0,not_safety,low_max,True,
66,66_magnetic_powder_material_adhesive,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
67,67_dance_music_playing_piano,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
68,68_animation_bone_skeleton_digital,0,not_safety,"[filtered] LLM(0, conf=0.98) without keyword support; treated as not_safety.",0,not_safety,0.98,0,not_safety,filtered,True,
69,69_embodiments_agricultural_various embodiments_interfaces,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
70,70_elevator_main elevator_floor_secondary elevator,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
71,71_moving_double mechanical_mechanical_double,1,not_safety,"[llm_low] The abstract describes a hydraulic mechanical arm/mobile platform for heavy workpiece operation; sensors are for operation control, not explicitly for human protection or hazard prevention.",1,not_safety,0.9,1,force_control,low_max,True,
72,72_cleaning_mechanism_chassis_cleaning mechanism,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
73,73_power_supply_power supply_battery,1,stability_balance,[keyword_low] Matched: stability,0,not_safety,0.95,1,stability_balance,low_max,True,
74,74_target_foot_state data_landing,1,not_safety,"[llm_low] The abstracts describe generic legged robot gait/motion planning using centroid, contact force, and landing points to adapt motion to the environment, with no explicit safety, human-protection, or fall-prevention purpose stated.",1,not_safety,0.95,1,force_control,low_max,True,
75,75_chair_group_handle_movable,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
76,76_elements_elements articulation_articulation_given,4,force_control,"[llm_override conf=0.95] Switch actuates electrical contact when force on abutment exceeds a threshold, explicitly limiting contact force in a humanoid-type robot.",4,force_control,0.95,0,not_safety,llm_override,True,
