bertopic_id,bertopic_name,safety_score,safety_category,decay_probability,trend_direction,current_state_name,lifecycle_stage,tmi,fit_reliable,bertopic_count,dim_safety,dim_temporal_decay,dim_lifecycle_risk,cascade_score,risk_level
47,47_fault_health_state_data,4,fault_detection,0.01,mature,mature,growing,0.2557,True,24,0.8,0.01,0.1,0.008,LOW
48,48_rehabilitation_exoskeleton_training_module,0,not_safety,0.01,growing,growing,growing,0.1948,True,31,0.0,0.01,0.1,0.0,NON_SAFETY
49,49_circuit_power_battery_supply,0,not_safety,0.01,growing,growing,growing,0.2155,True,31,0.0,0.01,0.1,0.0,NON_SAFETY
50,50_image_detection_monitoring_human,0,not_safety,0.9285714285713648,declining,declining,saturated,0.0,True,30,0.0,0.9285714285713648,0.6,0.0,NON_SAFETY
51,51_pedestrian_video_target_image,0,not_safety,0.7999999999999796,declining,declining,declining,0.1212,True,28,0.0,0.7999999999999796,1.0,0.0,NON_SAFETY
52,52_dog_robot dog_box_shaped cover,1,stability_balance,2.8541211149182082e-98,declining,declining,mature,0.0,True,31,0.2,2.8541211149182082e-98,0.35,1.9978847804427455e-98,NON_SAFETY
53,53_image_detection_human_target,1,stability_balance,0.909090909090909,declining,declining,saturated,0.0,True,29,0.2,0.909090909090909,0.6,1.0909090909090906,NON_SAFETY
54,54_unmanned_aerial_unmanned aerial_unmanned boat,0,not_safety,0.7272727272730406,declining,declining,mature,0.2524,True,28,0.0,0.7272727272730406,0.35,0.0,NON_SAFETY
55,55_respective object_respective_self location_object,0,not_safety,0.01,growing,growing,declining,0.0,True,8,0.0,0.01,1.0,0.0,NON_SAFETY
56,56_information pairs_pairs_ml_spatial,0,not_safety,0.7999995461228582,declining,declining,mature,0.0,True,13,0.0,0.7999995461228582,0.35,0.0,NON_SAFETY
57,57_strategy_training_network_strategy network,0,not_safety,0.01,growing,mature,growing,0.058,True,24,0.0,0.01,0.1,0.0,NON_SAFETY
58,58_stimuli_events_allows_end effector,0,not_safety,0.01,growing,growing,saturated,0.0,True,5,0.0,0.01,0.6,0.0,NON_SAFETY
59,59_breathing_mask_experiment_respirator,0,not_safety,0.01,growing,emerging,saturated,0.108,True,25,0.0,0.01,0.6,0.0,NON_SAFETY
60,60_target_rescue_aid_extinguishing,0,not_safety,0.0,declining,declining,growing,0.2452,True,19,0.0,0.0,0.1,0.0,NON_SAFETY
61,61_food_food weight_weight_feeder,0,not_safety,0.0,declining,declining,mature,0.2862,True,26,0.0,0.0,0.35,0.0,NON_SAFETY
62,62_electrode_measurement electrode_108_elements,3,collision_protection,8.875215248611545e-41,declining,declining,mature,0.0913,True,9,0.6,8.875215248611545e-41,0.35,1.8637952022084245e-40,LOW
63,63_primitives_minimanipulations_actions_movements,0,not_safety,0.01,growing,growing,declining,0.1681,True,9,0.0,0.01,1.0,0.0,NON_SAFETY
64,64_charging_wireless_wireless electromagnetic_electromagnetic,1,thermal_management,8.48859364423515e-23,declining,declining,mature,0.2502,True,24,0.2,8.48859364423515e-23,0.35,5.942015550964605e-23,NON_SAFETY
65,65_social_reasoning_instruction_remote,4,safe_control,0.01,growing,mature,growing,0.1141,True,22,0.8,0.01,0.1,0.008,LOW
66,66_magnetic_powder_material_adhesive,0,not_safety,0.01,growing,mature,growing,0.1836,True,24,0.0,0.01,0.1,0.0,NON_SAFETY
67,67_dance_music_playing_piano,0,not_safety,0.01,growing,mature,growing,0.2792,True,21,0.0,0.01,0.1,0.0,NON_SAFETY
68,68_animation_bone_skeleton_digital,0,not_safety,0.01,growing,growing,growing,0.2037,True,16,0.0,0.01,0.1,0.0,NON_SAFETY
69,69_embodiments_agricultural_various embodiments_interfaces,0,not_safety,0.01,growing,growing,saturated,0.1706,True,17,0.0,0.01,0.6,0.0,NON_SAFETY
70,70_elevator_main elevator_floor_secondary elevator,0,not_safety,0.5711417366342053,declining,declining,mature,0.3536,True,23,0.0,0.5711417366342053,0.35,0.0,NON_SAFETY
71,71_moving_double mechanical_mechanical_double,1,force_control,0.8571428571428571,declining,declining,growing,0.1446,True,22,0.2,0.8571428571428571,0.1,0.17142857142857143,NON_SAFETY
72,72_cleaning_mechanism_chassis_cleaning mechanism,0,not_safety,0.01,growing,growing,mature,0.2989,True,22,0.0,0.01,0.35,0.0,NON_SAFETY
73,73_power_supply_power supply_battery,1,stability_balance,0.8750000000000004,declining,declining,mature,0.2477,True,18,0.2,0.8750000000000004,0.35,0.6125000000000003,NON_SAFETY
74,74_target_foot_state data_landing,2,stability_balance,0.01,growing,growing,declining,0.0,True,13,0.4,0.01,1.0,0.04,MEDIUM
75,75_chair_group_handle_movable,0,not_safety,0.01,nascent,nascent,declining,0.3649,True,19,0.0,0.01,1.0,0.0,NON_SAFETY
76,76_elements_elements articulation_articulation_given,4,force_control,0.01,growing,growing,saturated,0.0,True,5,0.8,0.01,0.6,0.048,MEDIUM
