doc_id,source_doc_id,text,year,ipc_section,authority,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,simple_family_id,bertopic_topic,publication_number
10,11,"The present disclosure provides a rope-driven differential omnidirectional wheeled humanoid robot fall self-recovery method and device,  and relates to the field of control technology. The method includes :  inputting the current angle,  angular velocity and current of the motor into the forward mapping network to obtain joint state estimation; input the joint state estimation,  the current posture and angular velocity of the base,  and the current contact state of the robot into the reinforcement learning strategy network for strategy reasoning to obtain joint space action instructions; input the joint space action command into the inverse mapping network to obtain the motor space command; control the motor to perform the fall recovery action based on the motor space command. This disclosure absorbs the non-ideal characteristics of the control interface layer of the rope drive differential through the forward mapping network and the reverse mapping network,  so that the strategy can be learned and thought in the joint space. After deployment,  the motor can be correctly driven through the learned mapping,  which improves the robot's recovery. Accuracy and fluency of action nan",2026,G,China,,1.149802890932983,,,,20.0,,,,1.0,0.8697142857142857,1.149802890932983,0.0,0.5218285714285714,0.0,1.149802890932983,1.149802890932983,0.0,,,0.0,0.6,3.4989733059548254,0.2,CN202610807252.820260605,5,CN122362891A
11,12,"A control method and apparatus for a humanoid robot with a body for an elevator In the method,  a permission access vector is constructed; generating a target floor scheduling instruction based on the permitted access vector; determining the three-dimensional space physical coordinates of the target floor call control according to the target floor scheduling instruction; generating safety release signal according to the real-time operation parameter of elevator and environment state monitoring data; generate pose approximation trajectory based on the safety release signal and three-dimensional space physical coordinates; generating physical contact feedback torque data according to the pose approaching track; determine the pressing state based on the physical contact feedback torque data And the driving current waveform is reversely modulated to generate a reverse driving current waveform,  so that the execution end moves to the initial standby position,  and the end detachment reset trajectory is generated. Implementing the technical solution provided by this application improves the multi-dimensional safety perception and disposal of the elevator's autonomous operation. ability nan",2026,G,China,,3.4494086727989486,,,,20.0,,,,1.0,0.2899047619047619,3.4494086727989486,0.0,0.2029333333333333,0.0,3.4494086727989486,3.4494086727989486,0.0,,,0.0,0.7,32.290212183436005,0.2,CN202610393094.620260327,1,CN122362977A
12,13,"This application belongs to the technical field of robot autonomous decision-making,  and specifically relates to a humanoid robot autonomous decision-making method and system for complex tasks. The method comprises the following steps of :  acquiring environment sensing data and task instructions; construct an environment geometric model based on environment-aware data,  and extract object labels,  regional attributes,  and dynamic obstacle distribution; construct a semantic topology map based on the environment geometric model,  object labels and regional attributes,  analyze task instructions to obtain subtask sequences,  determine path node sequences and interactive poses,  and generate operation decision sequences; updating the semantic topology map according to the environment sensing data in the execution process,  and reconstructing the operation decision sequence; determine the deviation compensation value according to the deviation between the actual trajectory and the planned trajectory,  and correct the subsequent operation decision sequence to obtain the final execution sequence. The application can improve the continuous decision-making ability,  environment adaptability and task execution stability of the humanoid robot in a dynamic environment nan",2026,G,China,,1.938239159001314,,,,20.0,,,,1.0,0.5159322033898306,1.938239159001314,0.0,0.3611525423728814,0.0,1.938239159001314,1.938239159001314,0.0,,,0.0,0.7,,0.2,CN202610647064.320260512,17,CN122363235A
13,14,"The invention provides a humanoid robot dynamic obstacle avoidance method and device based on UWB positioning,  and relates to the field of robot technology. It includes :  obtaining the position observation value of the humanoid robot,  the position observation value of the dynamic obstacle and the body of the robot through ultra-wideband (UWB). Speed observation value,  and build an environment model; perform joint filtering on the position observations and ontology velocity observations of the humanoid robot to obtain fusion positioning results,  and combine the environmental model to plan the path to generate the initial planned path; during the movement,  path replanning is triggered based on the safe distance to update the path,  and the humanoid robot movement is controlled based on the updated path. According to the method and the device provided by the invention,  the environment model is constructed based on the position information acquired by the UWB,  the UWB and kinematics self-adaptive fusion positioning is adopted to carry out the path planning,  and the path re-planning updating path is triggered based on the safe distance relation,  so that the real-time avoidance of the dynamic obstacle and the stable and continuous motion control are ensured nan",2026,G,China,,1.8396846254927728,,,,20.0,,,,1.0,0.5435714285714286,1.8396846254927728,0.0,0.3805,0.0,1.8396846254927728,1.8396846254927728,0.0,,,0.0,0.7,,0.2,CN202610672260.620260515,27,CN122363238A
14,15,"The invention relates to a terrain self-adaptive motion control system of a foot-type robot,  belongs to the technical field of motion control of the foot-type robot,  and solves the problem that the foot-type robot in the prior art is poor in foot falling safety when moving in complex unstructured terrain The system comprises a foot type robot body and an upper computer The foot type robot body is provided with a sensor and a joint controller which are respectively in communication connection with the upper computer Wherein,  the sensor is used to collect the surrounding environment information of the foot robot and obtain the body status information of the foot robot; the joint controller is used to drive the joint movement of the legged robot body; the host computer is used to receive and based on the surrounding environment information and the body status information,  and combine the received task target information to obtain decision-making actions for controlling the legged robot and send them to the joint controller for execution. nan",2026,G,China,,3.219448094612352,,,,20.0,,,,1.0,0.3106122448979592,3.219448094612352,0.0,0.2174285714285714,0.0,3.219448094612352,3.219448094612352,0.0,,,0.0,0.7,4.197125256673512,0.2,CN202610437642.020260403,3,CN122363295A
15,16,"The invention discloses a streaming processing method and system for multi-modal interaction and an application thereof. The method comprises the following steps of :  receiving input data from a user client,  wherein the input data at least comprises audio data; perform automatic speech recognition ASR processing on the audio data to generate the user text of the current round; performing trigger word detection on the user text to judge whether the user text hits a preset visual trigger condition; if the visual trigger condition is hit,  the visual injection sub-process is executed; if the visual trigger condition is missed,  the current round is determined to be a plain text round; a multi-modal prompt context is constructed based on user text,  visual input determination results,  and context information obtained from a fixed scrolling memory window The invention can realize the comprehensive improvement of the system in terms of low delay,  high consistency,  high concurrent stability and response accuracy,  and significantly improves the core engineering technical indicators of trendy play products and humanoid robots in real-time multi-modal interaction. nan",2026,G,China,,0.985545335085414,,,,20.0,,,,1.0,1.0,0.985545335085414,0.0,0.7,0.0,0.985545335085414,0.985545335085414,0.0,,,0.0,0.7,,0.2,CN202610829251.320260610,2,CN122369453A
16,17,"The utility model relates to the technical field of humanoid robots The invention discloses a humanoid robot arm structure and a humanoid robot thereof. The humanoid robot arm structure comprises a shoulder module,  a wrist module and two wedge-shaped modules,  wherein each wedge-shaped module comprises a first mounting seat,  a second mounting seat,  an auxiliary supporting block,  a first driver and a second driver; and the first mounting seat comprises a connecting plate,  a first mounting ring and a second mounting ring The modular setting enhances the maintenance convenience of the arm structure and solves the problem of increased workload due to frequent maintenance,  or partial damage that cannot be maintained separately and needs to be replaced as a whole,  resulting in high usage costs. In addition,  the opposite auxiliary support blocks and connecting plates effectively reduce the vibration and shaking of the arm structure during movement,  and solve the problem of insufficient overall stability and reliability when detachable connections or unilateral connections are used inside the arm structure. nan",2025,B,China,12.779237844940866,12.779237844940866,,1.0650239561943875,8.933607118412047,9.998631074606434,,0.1065169769989047,1.0,1.0,0.0782519280205655,1.0,0.1065169769989047,0.0626015424164524,0.0,25.55847568988173,12.779237844940866,0.0,,,0.0,0.8,11.263518138261464,0.2,CN202521234480.820250616,9,CN224476207U
17,18,"The utility model relates to the technical field of humanoid robots,  and discloses a humanoid robot foot structure and a humanoid robot thereof. The humanoid robot foot structure comprises a front support,  a rear support and a first rotating shaft,  wherein the first rotating shaft penetrates through the front support and the rear support,  and the front support and the rear support can relatively rotate around the axis of the first rotating shaft The back support is integrally formed by the front connecting part,  the connecting part and the back palm part The tops of the front connecting part and the connecting part are provided with a first shaft end mounting part extending upward The top of the rear palm is provided with a second shaft end mounting part that extends upward and protrudes. The first shaft end mounting part is provided with an inclined surface that slopes downward toward the second shaft end mounting part. The inclined surface is provided with a hollow part. The bottom of the palm extends from bottom to top and has a cavity. The weight of the back support is reduced through the hollow part and the cavity,  so that the humanoid robot is easier to maintain balance,  and the problem that the foot structure cannot reduce the weight while ensuring support stability and overall strength is solved. nan",2025,B,China,12.64783180026281,12.64783180026281,,1.054072553045859,8.944558521560575,9.998631074606434,,0.1054216867469879,1.0,1.0,0.079064935064935,1.0,0.1054216867469879,0.0553454545454545,0.0,25.29566360052562,12.64783180026281,0.0,,,0.0,0.7,11.274469541409994,0.2,CN202521280011.X20250620,-1,CN224476993U
18,19,"The utility model relates to the technical field of humanoid robots,  and discloses a humanoid robot foot structure and a humanoid robot thereof. The humanoid robot foot structure comprises a front support,  a rear support,  a first elastic piece,  a second elastic piece,  a third elastic piece,  a first rotating shaft,  a second rotating shaft and a third rotating shaft There are two buffer gaps between the front support and the rear support along the axial direction of the first rotating shaft,  and the first elastic member,  the second elastic member and the third elastic member are located in the interval area of the two buffer gaps. By adding a buffer gap at the first rotating shaft The first elastic member realizes axial buffering between the front support and the rear support The second elastic member and the third elastic member cooperate to buffer the rotation between the front support and the rear support,  solving the problem that the feet of conventional humanoid robots can only achieve one-way buffering support,  but cannot effectively achieve side buffering,  reducing the overall impact on the feet. The impact force cannot effectively coordinate the stability and cushioning performance of the foot structure. nan",2025,B,China,12.64783180026281,12.64783180026281,,1.054072553045859,8.944558521560575,9.998631074606434,,0.1054216867469879,1.0,1.0,0.079064935064935,1.0,0.1054216867469879,0.0553454545454545,0.0,25.29566360052562,12.64783180026281,0.0,,,0.0,0.7,11.274469541409994,0.2,CN202521280021.320250620,-1,CN224476994U
19,20,"This application discloses a module motor end cover assembly structure,  a module motor and a legged robot. The module motor end cover assembly structure includes a gearbox assembly and an annular end cover; the end cover is provided with a limit groove,  and the gear box assembly is provided with a limit protrusion corresponding to the limit groove; the bottom wall of the limiting groove and the limiting protrusion are correspondingly provided with connecting holes through which fasteners can pass to connect the end cover and the gear box assembly through the fasteners. Through the cooperation of the limit groove and the limit protrusion and the design of the connection hole and fastener connection,  stress dispersion and multi-directional limit are achieved,  improving impact resistance and structural stability,  improving impact resistance,  and optimizing structural stability. nan",2025,H,China,12.64783180026281,12.64783180026281,,1.054072553045859,8.944558521560575,9.998631074606434,,0.1054216867469879,1.0,1.0,0.079064935064935,1.0,0.1054216867469879,0.0553454545454545,0.0,25.29566360052562,12.64783180026281,0.0,,,0.0,0.7,4.180698151950718,0.2,CN202521277179.520250620,0,CN224481552U
20,21,"The present invention relates to a Personality-Driven Consequence Reasoning (PDCR) system [100] for autonomous humanoid robotic decision-making. The system comprises a perception layer [210] configured to acquire and encode multimodal sensor data into a latent scene representation,  a world model layer [220] configured to predict future environmental states and action trajectories,  a personality inference layer [230] configured to determine user personality representations,  preferences,  and uncertainty estimates,  a consequence evaluation layer [240] configured to generate multi-dimensional consequence assessments for candidate actions,  a multi- objective decision layer [250] configured to select an optimal action while prioritizing predefined safety constraints over user preferences,  and a policy execution and feedback layer [260] configured to execute actions and continuously update system models through closed-loop feedback. Auxiliary governance modules provide secure memory,  explainability,  privacy,  multi-user preference resolution,  safety override,  and fault recovery,  enabling safe,  adaptive,  transparent,  and context-aware human-robot interaction. nan",2026,G,India,,0.2299605781865965,,,,20.0,,,,1.0,1.0,0.2299605781865965,0.0,0.4,0.0,0.2299605781865965,,,,,0.0,0.4,,0.2,420230457,65,IN202641082192A
21,22,"[Solution] A ladder link fixing structure including a horizontal pipe and two link structures. The link structure includes a first link 4 and a second link 5. A connecting sleeve 6 is provided on one end of the fixing sleeve of the first link 4. A pin rod is slidably connected inside the connecting sleeve 6. At Link 5 of the second link,  Jack is open. The horizontal pipe 2 is connected between two connecting sleeves 6. Inside the horizontal pipe 2 and the two connecting sleeves 6,  a driving structure is provided to pull back inside the connecting sleeve 6 by moving two pin rods and generating a rebound force on the pin rods.[Effect] When the humanoid ladder is fully deployed,  the first link 4 and second link 5 can be automatically secured,  thereby enhancing the stability of the ladder. Moreover,  a single key can unlock two link structures simultaneously,  making the unlocking process quick and convenient without affecting the efficiency of storing the ladder.[Selected Diagram] Figure 2 nan",2025,E,Japan,,13.92904073587385,,,,20.0,,,,0.6358957512045553,0.0456525157232704,5.0,0.0,0.0574339622641509,0.0,13.92904073587385,,,,,0.0,0.5087166009636442,,0.2,400737580,18,JP2026116655A
22,23,"The invention relates to a low-noise gait control method and system for a quadruped robot based on a soft landing reward function. The method includes :  constructing a quadruped robot motion control environment and defining foot contact judgment standards; design a soft landing reward function based on vertical contact force,  which is used to negatively punish the large contact force at the moment of landing,  and guide the quadruped robot to learn the landing mode with low contact force; collect the real-time contact force and historical contact status of the quadruped robot's feet Taking the soft landing reward function as the core optimization goal,  a reinforcement learning algorithm is used,  combined with gait stability constraints,  and iterative training is performed on the strategy network to obtain a low-noise gait strategy network,  which is used to optimize the output gait control signal to control the four-legged robot accordingly. Compared with the existing technology,  the present invention can take into account the noise control and gait stability of the robot by accurately determining the landing moment,  designing the negative reward of the contact force,  and combining reinforcement learning to actively optimize the gait strategy. nan",2025,G,China,7.325886990801576,7.325886990801576,1.5768725361366622,0.6105407255304586,19.38945927446954,20.0,0.2152466367713004,0.0305270362765229,1.0,1.0,0.1365022421524663,1.0,0.0305270362765229,0.0955515695067264,0.2152466367713004,14.651773981603151,0.985545335085414,6.340341655716163,5.7490144546649145,,0.0,0.7,4.635181382614648,0.2,411858816,6,CN121209388B
23,24,"The invention provides a bionic gait humanoid robot intelligent inspection method,  a bionic gait humanoid robot intelligent inspection device and a bionic gait humanoid robot intelligent inspection device. The bionic gait humanoid robot intelligent inspection method,  the bionic gait humanoid robot intelligent inspection device and the bionic gait humanoid robot intelligent inspection device comprise the following steps of :  acquiring task point distribution data,  determining a necessary node sequence based on coverage requirements,  and establishing an inspection state mapping table; using probability backtracking to construct path probability distribution tree to identify main path family and alternative path family to form probability inspection chain; decompose the inspection chain into continuous sections,  extract the traffic difficulty coefficient and path complexity index,  predict the gait energy consumption distribution,  determine the obstacle avoidance rhythm,  and generate path compensation parameters; conduct risk assessment on road sections,  form a risk balance plan through the hedging combination of high-risk paths and safe paths,  and formulate coordination rules; obtaining polling efficiency coordination factor based on path overlapping analysis,  and generating beat navigation parameter; the dynamic inspection unit is generated by matching the beat parameter with the probability inspection chain,  the arrival time of the task is adjusted,  the elastic inspection process is constructed,  and the intelligent autonomous inspection under the control of bionic gait is realized. nan",2025,B,China,9.362680683311432,9.362680683311432,3.712220762155059,0.7802874743326489,19.21971252566735,20.0,0.3964912280701754,0.0390143737166324,1.0,1.0,0.1068070175438596,1.0,0.0390143737166324,0.0854456140350877,0.3964912280701754,18.725361366622863,3.1537450722733245,6.208935611038108,5.650459921156373,,0.0,0.8,7.874058863791923,0.2,411719671,-1,CN121223770B
24,25,"The invention belongs to the technical field related to robots,  and discloses a method and a system for slip detection and balance control of a foot-type robot based on three-dimensional force perception The method includes the following steps :  judging the number of the sliding foot of the multi-legged robot based on the three-dimensional force signal of the multi-legged robot in contact with the ground; when slippage occurs,  adjust the multi-legged robot in the following ways :  (1) Adjust the height of the center of mass of the multi-legged robot; (2) actively adjusting the joint stiffness and joint damping of the foot to mitigate the instantaneous impact for the foot that has slipped; applying foot acceleration and adjusting normal support force to suppress slip; adjust the target foothold for the next moment. Through the invention,  the balance of the robot can be quickly restored after the slippage occurs,  the risk of instability can be reduced,  and the stability of the robot in complex environments can be ensured. nan",2025,G,China,7.35873850197109,7.35873850197109,3.088042049934297,0.6132785763175906,19.38672142368241,20.0,0.4196428571428571,0.0306639288158795,1.0,1.0,0.1358928571428571,1.0,0.0306639288158795,0.1087142857142857,0.4196428571428571,14.71747700394218,2.3981603153745072,4.960578186596584,4.270696452036794,,0.0,0.8,6.976043805612594,0.2,413529534,-1,CN121477955B
25,26,"The invention provides a humanoid robot-oriented multi-regulatory domain real-time compliance decision-making and data management and control method,  and relates to the technical field of robot control and data security The method comprises the following steps of :  acquiring environment perception,  an ontology state and a target task instruction in real time; identify the current regulatory domain based on environmental awareness data and retrieve the corresponding regulatory constraint set; calculate dynamic compliance impact factors based on ontology status,  task instructions,  and regulatory constraint sets; based on this factor,  the task instruction is decomposed and reconstructed to generate an executable subtask sequence that conforms to the regulatory constraint set; monitor interactive data streams in real time during execution,  and calculate regulatory domain operational entropy based on data privacy rules and dynamic compliance impact factors; determining whether the entropy exceeds a predetermined safety threshold; if it exceeds,  it will trigger blocking,  desensitization or degradation processing,  and output the final control command The invention realizes real-time compliance decision-making and dynamic data management and control in multiple regulatory domains,  avoids cross-domain violations,  ensures privacy and security,  and continuously optimizes decision-making accuracy through a self-learning mechanism. nan",2026,H,China,2.562417871222076,2.562417871222076,1.5111695137976346,0.2135523613963039,19.786447638603697,20.0,0.5897435897435898,0.0106776180698151,1.0,1.0,0.3902564102564103,1.0,0.0106776180698151,0.3122051282051282,0.5897435897435898,5.124835742444152,0.9526938239159,1.609724047306176,1.0512483574244416,,0.0,0.8,4.84599589322382,0.2,417843274,17,CN122069115B
