bertopic_id,bertopic_name,safety_score,safety_category,rationale,llm_score,llm_category,llm_confidence,keyword_score,keyword_category,fusion_rule,api_ok,api_error
49,49_circuit_power_battery_supply,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1,not_safety,0.95,0,not_safety,filtered,True,
50,50_image_detection_monitoring_human,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
51,51_pedestrian_video_target_image,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
52,52_dog_robot dog_box_shaped cover,1,stability_balance,[keyword_low] Matched: stability,0,not_safety,0.95,1,stability_balance,low_max,True,
53,53_image_detection_human_target,1,stability_balance,"[keyword_low] Matched: fall detection, thermal",0,not_safety,0.95,1,stability_balance,low_max,True,
54,54_unmanned_aerial_unmanned aerial_unmanned boat,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
55,55_respective object_respective_self location_object,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
56,56_information pairs_pairs_ml_spatial,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
57,57_strategy_training_network_strategy network,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
58,58_stimuli_events_allows_end effector,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
59,59_breathing_mask_experiment_respirator,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
60,60_target_rescue_aid_extinguishing,0,not_safety,"[filtered] LLM(0, conf=0.90) without keyword support; treated as not_safety.",0,not_safety,0.9,0,not_safety,filtered,True,
61,61_food_food weight_weight_feeder,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
62,62_electrode_measurement electrode_108_elements,2,collision_protection,"[agreement] LLM(3) + keyword(2): The abstracts describe explicit collision monitoring and reaction for a robot gripper, but do not specify a humanoid robot or a human-protection purpose.",3,collision_protection,0.7,2,collision_protection,agreement,True,
63,63_primitives_minimanipulations_actions_movements,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
64,64_charging_wireless_wireless electromagnetic_electromagnetic,2,not_safety,"[llm_low] The abstracts describe a charging plug/wireless charging system for humanoid robots and mention improving robot safety, but the primary purpose is autonomous charging/battery management rather than a human-protection safety mechanism.",2,not_safety,0.8,1,thermal_management,low_max,True,
65,65_social_reasoning_instruction_remote,4,safe_control,"[llm_low] The abstract explicitly aims at 'intelligent and safe remote control of humanoid robots' by identifying prohibited execution actions, generating manipulation boundary parameters, creating interlocking safe unlocking sequences, and using deviation tolerance thresholds during verification.",4,safe_control,0.9,0,not_safety,low_max,True,
66,66_magnetic_powder_material_adhesive,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
67,67_dance_music_playing_piano,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1,not_safety,0.95,0,not_safety,filtered,True,
68,68_animation_bone_skeleton_digital,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
69,69_embodiments_agricultural_various embodiments_interfaces,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1,not_safety,0.9,0,not_safety,filtered,True,
70,70_elevator_main elevator_floor_secondary elevator,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
71,71_moving_double mechanical_mechanical_double,1,not_safety,[llm_low] A hydraulic dual mechanical arm with sensors for heavy workpiece manipulation; no explicit humanoid robot safety or human-protection purpose is described.,1,not_safety,0.95,1,force_control,low_max,True,
72,72_cleaning_mechanism_chassis_cleaning mechanism,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0,not_safety,0.95,0,not_safety,filtered,True,
73,73_power_supply_power supply_battery,1,not_safety,"[llm_low] The abstract focuses on position detection, power-off backup power supply, and battery energy saving, with no explicit humanoid robot human-protection or hazard-prevention purpose.",1,not_safety,0.95,1,stability_balance,low_max,True,
74,74_target_foot_state data_landing,2,stability_balance,"[llm_low] Centroid/landing-point control for legged robots indirectly relates to stability and fall prevention, but the abstracts frame it as environment adaptation and motion planning without explicit safety purpose.",2,stability_balance,0.7,1,force_control,low_max,True,
75,75_chair_group_handle_movable,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1,not_safety,0.95,0,not_safety,filtered,True,
76,76_elements_elements articulation_articulation_given,4,force_control,"[llm_override conf=0.95] Switch actuates electrical contact when articulation force exceeds a given threshold, directly limiting excessive force for humanoid robot safety.",4,force_control,0.95,0,not_safety,llm_override,True,
