bertopic_id,bertopic_name,safety_score,safety_category,rationale,llm_score,llm_category,llm_confidence,keyword_score,keyword_category,fusion_rule,api_ok,api_error
17,17_data_task_semantic_humanoid robot,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
18,18_plate_bridge_ladder_rod,1,stability_balance,[keyword_low] Matched: stability,0.0,not_safety,0.98,1,stability_balance,low_max,True,
19,19_joint_wrist_connecting_knee joint,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
20,20_layer_skin_textile_bionic,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1.0,not_safety,0.95,0,not_safety,filtered,True,
21,21_decision_semantic information_semantic_information,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1.0,not_safety,0.9,0,not_safety,filtered,True,
22,22_force_external force_human robot_robot,5,safe_control,[llm_low] The abstracts explicitly describe detecting external forces during human-robot collaboration and commanding retreat/stop safety operations when force thresholds are exceeded.,5.0,safe_control,0.95,1,force_control,low_max,True,
23,23_image_vehicle_images_camera,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
24,24_massage_mi_bed_mi mi,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
25,25_industrial robot_industrial_tool_work,4,risk_assessment,"[llm_low] Abstracts describe an HRC workstation divided into zones with different levels of risk hazard from the industrial robot to the worker, explicitly addressing human protection in collaborative robotics.",4.0,risk_assessment,0.9,0,not_safety,low_max,True,
26,26_face_image_video_frame,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
27,27_path_navigation_obstacle_point,4,collision_protection,"[agreement] LLM(5) + keyword(2): Explicitly describes humanoid robot path planning that predicts dynamic obstacle trajectories and uses multi-dimensional safety assessment of collision risk, fall risk, and conflict areas to determine an optimal safe path.",5.0,collision_protection,0.95,2,collision_protection,agreement,True,
28,28_tobacco_robotic_operation_shelf,1,not_safety,"[llm_low] The abstract describes an impedance iterative learning controller for flexible assembly/manufacturing operations, not for protecting humans or preventing hazardous contact in humanoid robots.",1.0,not_safety,0.9,1,force_control,low_max,True,
29,29_module_intelligent_service_display,3,collision_protection,"[agreement] LLM(3) + keyword(3): The abstract lists anti-collision switches, emergency stop switches, and obstacle-avoidance sensors, but the primary purpose is shoe/clothing display and human-robot interaction, making safety mechanisms peripheral.",3.0,collision_protection,0.85,3,collision_protection,agreement,True,
30,30_inspection_detection_disease_tunnel,1,not_safety,"[llm_low] The abstract describes an industrial inspection system for legged robots in cable tunnels, where 'fault risk value' assesses equipment condition rather than protecting humans from robot hazards.",1.0,not_safety,0.9,1,thermal_management,low_max,True,
31,31_lamp_light_display_led,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
32,32_action_data_sequence_motion,2,stability_balance,"[agreement] LLM(2) + keyword(2): Abstract describes motion imitation with balance control and self-collision avoidance, but the primary purpose is action mapping and remote control, not explicit human protection or hazard prevention.",2.0,stability_balance,0.75,2,collision_protection,agreement,True,
33,33_path_grid_map_point,2,collision_protection,"[agreement] LLM(3) + keyword(2): Obstacle avoidance and path planning are safety-relevant, but the abstract describes a quadruped (not humanoid) robot navigating terrain without explicit human-protection purpose.",3.0,collision_protection,0.8,2,collision_protection,agreement,True,
34,34_commands_position sensor_position velocity_velocity,0,not_safety,No safety keywords matched,,,,0,not_safety,keyword_fallback_after_api_error,False,unparseable model response
35,35_image_chess_point cloud_cloud,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1.0,not_safety,0.9,0,not_safety,filtered,True,
36,36_welding_welding robot_straightening_mechanical,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
37,37_foot_sole_heel_arch,1,not_safety,"[llm_low] The abstract describes a bionic humanoid foot with elastic buffers, sensors, and terrain adaptation for gait performance, not an explicit human-protection or hazard-prevention safety mechanism.",1.0,not_safety,0.9,1,force_control,low_max,True,
38,38_control_robot_core_nios,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1.0,not_safety,0.9,0,not_safety,filtered,True,
39,39_picking_mechanism_device_cake,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
40,40_wheel_leg_wheel leg_wheel legged,2,stability_balance,"[llm_low] The abstract describes a balance control method for wheel-legged robots using state quantities and torque calculations to adjust posture and improve robustness, with no explicit mention of human protection or hazard prevention.",2.0,stability_balance,0.8,1,stability_balance,low_max,True,
41,41_image_detection_human_human shape,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
42,42_service_user_information_module,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
43,43_monitoring_image_camera_area,1,thermal_management,[keyword_low] Matched: thermal,0.0,not_safety,0.9,1,thermal_management,low_max,True,
44,44_control_module_communication_humanoid robot,1,not_safety,"[llm_low] The abstract describes a wireless servo-control communication architecture for a humanoid robot, not an explicit safety mechanism; emergency stop appears only in keywords, not the representative abstract.",1.0,not_safety,0.85,1,fail_safe_emergency,low_max,True,
45,45_legged robot_legged_desired trajectory_trajectory,0,not_safety,"[filtered] LLM(0, conf=0.90) without keyword support; treated as not_safety.",0.0,not_safety,0.9,0,not_safety,filtered,True,
46,46_module_signal_household_internet things,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
47,47_fault_health_state_data,3,fault_detection,"[agreement] LLM(3) + keyword(3): The abstract describes multi-modal state monitoring and anthropomorphic health assessment to update the robot's running state, which is safety-relevant fault diagnosis but does not explicitly address human protection or hazard prevention.",3.0,fault_detection,0.7,3,fault_detection,agreement,True,
48,48_rehabilitation_exoskeleton_training_module,0,not_safety,"[filtered] LLM(0, conf=0.90) without keyword support; treated as not_safety.",0.0,not_safety,0.9,0,not_safety,filtered,True,
49,49_circuit_power_battery_supply,0,not_safety,"[filtered] LLM(0, conf=0.90) without keyword support; treated as not_safety.",0.0,not_safety,0.9,0,not_safety,filtered,True,
50,50_image_detection_monitoring_human,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
51,51_pedestrian_video_target_image,0,not_safety,"[filtered] LLM(0, conf=0.98) without keyword support; treated as not_safety.",0.0,not_safety,0.98,0,not_safety,filtered,True,
52,52_dog_robot dog_box_shaped cover,1,not_safety,"[llm_low] The abstract describes quadruped robot gait optimization for energy efficiency and locomotion stability, not humanoid robot safety mechanisms that protect humans from hazards.",1.0,not_safety,0.95,1,stability_balance,low_max,True,
53,53_image_detection_human_target,1,stability_balance,"[keyword_low] Matched: fall detection, thermal",0.0,not_safety,0.9,1,stability_balance,low_max,True,
54,54_unmanned_aerial_unmanned aerial_unmanned boat,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
55,55_respective object_respective_self location_object,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1.0,not_safety,0.95,0,not_safety,filtered,True,
56,56_information pairs_pairs_ml_spatial,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
57,57_strategy_training_network_strategy network,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
58,58_stimuli_events_allows_end effector,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
59,59_breathing_mask_experiment_respirator,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
60,60_target_rescue_aid_extinguishing,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1.0,not_safety,0.95,0,not_safety,filtered,True,
61,61_food_food weight_weight_feeder,0,not_safety,"[filtered] LLM(1, conf=0.95) without keyword support; treated as not_safety.",1.0,not_safety,0.95,0,not_safety,filtered,True,
62,62_electrode_measurement electrode_108_elements,3,collision_protection,"[agreement] LLM(4) + keyword(2): The abstracts explicitly describe a sensor-based collision monitoring system for a robot gripper that detects external forces/moments and actuates the drive unit upon collision, directly preventing hazardous contact.",4.0,collision_protection,0.9,2,collision_protection,agreement,True,
63,63_primitives_minimanipulations_actions_movements,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
64,64_charging_wireless_wireless electromagnetic_electromagnetic,1,not_safety,"[llm_low] Primarily a charging/cable management system for humanoid robots; the safety mention refers to operational/electrical connection reliability, not a mechanism protecting humans from robot hazards.",1.0,not_safety,0.9,1,thermal_management,low_max,True,
65,65_social_reasoning_instruction_remote,4,safe_control,"[llm_low] The abstract explicitly describes identifying prohibited execution actions, constructing paradox verification scenarios, generating manipulation boundary parameters, and establishing interlocking safe unlocking sequences for humanoid robot remote control.",4.0,safe_control,0.95,0,not_safety,low_max,True,
66,66_magnetic_powder_material_adhesive,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
67,67_dance_music_playing_piano,0,not_safety,"[filtered] LLM(0, conf=0.98) without keyword support; treated as not_safety.",0.0,not_safety,0.98,0,not_safety,filtered,True,
68,68_animation_bone_skeleton_digital,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
69,69_embodiments_agricultural_various embodiments_interfaces,0,not_safety,"[filtered] LLM(1, conf=0.90) without keyword support; treated as not_safety.",1.0,not_safety,0.9,0,not_safety,filtered,True,
70,70_elevator_main elevator_floor_secondary elevator,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
71,71_moving_double mechanical_mechanical_double,1,not_safety,"[llm_low] The abstract describes a mobile hydraulic dual-arm manipulator with sensors for heavy workpiece operation, but does not explicitly frame force sensing or motion control as human-protection or hazard-prevention safety mechanisms.",1.0,not_safety,0.95,1,force_control,low_max,True,
72,72_cleaning_mechanism_chassis_cleaning mechanism,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
73,73_power_supply_power supply_battery,1,stability_balance,[keyword_low] Matched: stability,0.0,not_safety,0.95,1,stability_balance,low_max,True,
74,74_target_foot_state data_landing,1,not_safety,"[llm_low] The abstracts describe legged robot locomotion planning and motion control (landing points, centroid position, step duty cycle) to improve environmental adaptation, not explicitly for fall prevention or human protection.",1.0,not_safety,0.85,1,force_control,low_max,True,
75,75_chair_group_handle_movable,0,not_safety,"[filtered] LLM(0, conf=0.95) without keyword support; treated as not_safety.",0.0,not_safety,0.95,0,not_safety,filtered,True,
76,76_elements_elements articulation_articulation_given,0,not_safety,"[filtered] LLM(1, conf=0.85) without keyword support; treated as not_safety.",1.0,not_safety,0.85,0,not_safety,filtered,True,
